client_name,Company,industry_code,industry_name,Item,Forecasted_Year,Forecasted_Revenue,YoY_growth_L1,YoY_growth_L2
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2017,4406.149451,0.057401838522179505,0.09117123600792487
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2018,4876.589536,0.10676898054223538,0.17029955484467796
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2019,5120.865534,0.05009156423699457,0.16220877002657974
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2020,5339.0,0.04259718685282721,0.09482251081137538
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2021,5924.459034,0.1096570582506089,0.15692532730346853
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2022,6235.788721,0.052549892777265184,0.16796941768121365
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2011,81.91941949,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2012,72.28750048,-0.11757796954574085,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2013,68.78028504,-0.048517591792655246,-0.16039096140816655
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2014,72.19193551,0.049602156606590286,-0.0013220123723388655
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2015,69.2726,-0.04043852667720216,0.007157791796205792
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2016,75.48370442,0.08966177709512846,0.04559746025293965
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2017,77.65000709,0.02869894484704205,0.1209339203379114
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2018,76.60594537,-0.013445738888212655,0.014867327440048816
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2019,73.46866407,-0.04095349629649769,-0.05384858516694824
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2020,26.17663467,-0.6437034074138162,-0.6582949985987492
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Balancing OTC/MedTech,2011,-87.6,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Balancing OTC/MedTech,2012,-144.9825683,0.655052149543379,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Balancing OTC/MedTech,2013,-99.18659241,-0.31587229021380214,0.13226703664383566
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Balancing OTC/MedTech,2014,-74.23967792,-0.25151498689337826,-0.4879406621740746
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Balancing OTC/MedTech,2015,-875.1034128,10.787543229147673,7.822799448363467
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Balancing OTC/MedTech,2016,-875.1297644,3.0112555401418106e-05,10.787898182196207
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Balancing OTC/MedTech,2017,-1027.546991,0.17416528702403244,0.17420064414128844
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Balancing OTC/MedTech,2018,-1631.224698,0.5874940146654568,0.8639803653785998
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Balancing OTC/MedTech,2019,-1708.095295,0.04712446856294483,0.6623038264534222
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Balancing OTC/MedTech,2020,-160.8951731,-0.9058043344706947,-0.9013654137916933
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Consumer Healthcare,2011,87.6,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Consumer Healthcare,2012,144.9825683,0.655052149543379,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Consumer Healthcare,2013,99.18659241,-0.31587229021380214,0.13226703664383566
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Consumer Healthcare,2014,74.23967792,-0.25151498689337826,-0.4879406621740746
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Consumer Healthcare,2015,57.30341279,-0.22812956096402204,-0.4222665443215421
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Consumer Healthcare,2016,18.48973017,-0.6773363178601706,-0.7509454420057646
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Consumer Healthcare,2018,481.3562189,25.03370706193491,7.4001317803536
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Consumer Healthcare,2019,445.6554621,-0.07416702100906414,23.102864563328563
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Consumer Healthcare,2020,160.8951731,-0.6389695924698507,-0.6657461422900504
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2014,5.75,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2015,1163.096575,201.2776652173913,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2016,1244.814693,0.07025909950770859,215.48951182608695
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2017,2185.662127,0.7558132461728582,0.8791751037526698
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2018,2698.914298,0.23482685848817852,1.168125354863561
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2019,2573.125172,-0.04660730653552603,0.17727490457631934
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,MedTech & Healthcare Supply,2020,988.2791406,-0.6159226331644623,-0.6338234447339239
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,OTC,2011,87.6,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,OTC,2012,144.9825683,0.655052149543379,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,OTC,2013,99.18659241,-0.31587229021380214,0.13226703664383566
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,OTC,2014,74.23967792,-0.25151498689337826,-0.4879406621740746
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,OTC,2015,57.30341279,-0.22812956096402204,-0.4222665443215421
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,OTC,2016,18.48973017,-0.6773363178601706,-0.7509454420057646
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,OTC,2018,481.3562189,25.03370706193491,7.4001317803536
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,OTC,2019,445.6554621,-0.07416702100906414,23.102864563328563
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,OTC,2020,160.8951731,-0.6389695924698507,-0.6657461422900504
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Other Pharmaceuticals,2011,777.8333333,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Other Pharmaceuticals,2012,1008.588333,0.296663809354903,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Other Pharmaceuticals,2013,1143.955833,0.1342148184456542,0.4706953071125217
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Other Pharmaceuticals,2014,1608.9,0.40643541786110204,0.5951998921248676
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Other Pharmaceuticals,2015,1844.732,0.14657965069301993,0.612590230133474
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Other Pharmaceuticals,2016,2008.20802,0.08861776127914522,0.2481869724656598
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2011,1209.501329,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2012,1408.133221,0.16422627014740554,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2013,2988.487942,1.122304834110579,1.4708430411323676
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2014,2672.824301,-0.10562653995142002,0.8981331177613059
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2015,4877.121464,0.8247070943553201,0.6319695975537583
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2016,4219.497149,-0.13483861737998326,0.578666112629002
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2017,814.4888195,-0.8069701694921089,-0.8329980449508854
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2018,340.094084,-0.5824447483407107,-0.9193993805445275
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2019,150.5674307,-0.5572771248205541,-0.8151387384391223
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2020,-2.27e-13,-1.0000000000000016,-1.0000000000000007
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2011,48.83451608,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2012,34.76620663,-0.2880812707748245,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2013,105.7798076,2.042604237090447,1.1660869420045659
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2014,75.28333333,-0.28830147229347003,1.165416955930921
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2015,85.6148125,0.13723461373200063,-0.19063179975003097
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2016,57.66745656,-0.32643131630989675,-0.23399437818171331
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2017,34.19950375,-0.4069531449784475,-0.6005422104965774
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2018,68.60628206,1.006060747591988,0.1896880173416131
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2019,83.57143246,0.2181309050811433,1.4436445941119835
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2020,39.30606557,-0.5296710321578709,-0.42707774871658744
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2011,2241.298477,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2012,3170.859272,0.4147420812261591,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2013,4190.081207,0.3214339860491924,0.8694882676262135
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2014,7986.077419,0.9059481247423948,1.5185846276813257
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2015,14438.03461,0.8079006566665492,2.4457648662941534
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2016,14752.39725,0.021773229424333573,0.8472644924405535
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2017,13776.2341,-0.0661697982678714,-0.04583729904218592
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2018,13131.72055,-0.04678445105691109,-0.10985853163627357
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2019,13493.2642,0.027532085275756124,-0.020540439277233258
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2020,1984.867759,-0.8528993630021711,-0.8488493757202289
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Pharmaceuticals,2011,4446.987075,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Pharmaceuticals,2012,5839.617102,0.31316259829696036,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Pharmaceuticals,2013,8596.271667,0.4720608418068848,0.9330552398783396
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Pharmaceuticals,2014,12489.51667,0.45289925142148246,1.1387560951081004
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Pharmaceuticals,2015,21372.0789,0.7112014391506472,1.4862032899733388
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Pharmaceuticals,2016,19123.53529,-0.10520940056982475,0.531166961483386
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Pharmaceuticals,2017,14702.57243,-0.23117916185255727,-0.31206634137963996
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Pharmaceuticals,2018,14098.38308,-0.04109412505033316,-0.26277318151669016
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Pharmaceuticals,2019,14246.52719,0.010507879461025382,-0.03101805770189292
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Pharmaceuticals,2020,2211.245632,-0.8447870416060322,-0.8431560825484393
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Prescription (Rx) Sales,2011,3450.799806,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Prescription (Rx) Sales,2012,4578.992494,0.3269365803366455,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Prescription (Rx) Sales,2013,7178.569149,0.5677180424310169,1.0802624181554736
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Prescription (Rx) Sales,2014,10658.90172,0.48482260165799507,1.3277831824286017
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Prescription (Rx) Sales,2015,19315.15607,0.8121150356192608,1.6906693616917616
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Prescription (Rx) Sales,2016,18971.8944,-0.01777162290358858,0.7799108105483123
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Prescription (Rx) Sales,2017,14590.72292,-0.23092957337987297,-0.24459720298806786
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Prescription (Rx) Sales,2018,13471.81464,-0.07668628114829557,-0.2899067243385036
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Prescription (Rx) Sales,2019,13643.83163,0.012768657719595788,-0.06489680430447098
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Prescription (Rx) Sales,2020,1984.867759,-0.8545227020659152,-0.8526651522426232
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2011,4446.987075,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2012,5839.617102,0.31316259829696036,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2013,8597.321667,0.4722406481163839,0.9332913547989119
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2014,12495.26667,0.45339062023954413,1.1397407487077396
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2015,21717.37547,0.7380481780466073,1.526062919497368
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2016,15356.76677,-0.292881094623355,0.229006725152189
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2017,15860.68757,0.032814251043027376,-0.2696775173450551
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2018,15647.4289,-0.0134457392883377,0.018927299890223015
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2019,15557.21253,-0.005765571492707067,-0.01913378840990554
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Total WW Revenues,2020,3199.524773,-0.7943381716467429,-0.7955239296214345
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2011,3169.803142,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2012,4297.711584,0.35582917659938373,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2013,6208.977693,0.4447171643894101,0.9587896834130905
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2014,6349.6,0.022648222292461773,0.4774374398782366
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2015,6605.443379,0.040292834036789626,0.06385361739131001
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,   of which WW Generics,2016,4154.943182,-0.3709819396515639,-0.34563701933980095
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2014,251.6790586,,
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2015,387.2941727,0.5388414707778155,
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2016,541.4772993,0.3981033990909826,1.151459490956631
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2017,505.3141865,-0.0667860182629082,0.3047296399458581
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2018,522.7476615,0.034500268280118984,-0.03458988553022058
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2019,572.0610463,0.09433496968402988,0.13208981972644462
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2020,340.0063613,-0.4056467163791223,-0.34957841738714324
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2021,99.94193554,-0.7060586303212792,-0.8252949817394339
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2022,51.11328871,-0.48857015392159575,-0.8496696105491365
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Other Pharmaceuticals,2020,10.41666667,,
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Other Pharmaceuticals,2021,306.4256194,28.416859452986607,
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Other Pharmaceuticals,2022,3.64,-0.9881210976839099,-0.6505600001118208
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2013,173.0,,
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2014,245.999998,0.4219653063583815,
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2015,208.999998,-0.15040650528785782,0.20809247398843933
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2016,191.999997,-0.08133971848171972,-0.21951220097164392
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2017,209.199997,0.08958333473307278,0.0009569330235112972
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2018,157.374997,-0.24772944905921768,-0.1803385444844564
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2019,162.049377,0.02970217689662591,-0.22538537608105225
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2020,35.27821698,-0.7822995827993834,-0.7758334064972214
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2021,307.1336194,7.70604145255189,0.8953088563864087
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Other Rx Sales,2022,169.1301867,-0.4493270159404763,3.794181826022659
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2011,297.4,,
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2012,650.0,1.1856086079354409,
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2013,379.8352,-0.4156381538461539,0.2771862811028918
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2014,670.9909553,0.7665317887862948,0.032293777384615474
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2015,540.0832093,-0.19509614096284078,0.42188825390590456
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2016,441.0070584,-0.18344608607331503,-0.3427526035685149
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2017,689.1011891,0.5625627208782109,0.27591670548903324
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2018,693.8305201,0.006863042866283031,0.5732866558128538
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2019,603.7895058,-0.12977378724565558,-0.12380138744415936
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2020,812.6507811,0.345917365727094,0.17125257185699305
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2021,779.5839006,-0.040690147931982334,0.29115178901143457
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Royalty & Licensing Income,2022,1053.060035,0.35079756545706164,0.2958334126924522
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2011,15116.64514,,
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2012,16460.446,0.08889544257701609,
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2013,17830.95869,0.08326096935648031,0.17955793265383213
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2014,18854.28348,0.05739034046295566,0.14542968519808008
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2015,20539.17873,0.08936405627863198,0.15188303035656903
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2016,21543.50858,0.04889824774410556,0.14263204978606825
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2017,21555.0697,0.0005366405363855797,0.04946112906238875
AMGEN INC,Amgen,32541,Pharmaceutical and Medicine Manufacturing,Rx Sales from Products module,2018,22097.90049,0.02518343932796463,0.02573359431873934
