client_name,Company,industry_code,industry_name,Item,Forecasted_Year,Quarter,Forecasted_Revenue,QoQ_growth_L1,QoQ_growth_L2,QoQ_growth_L3,QoQ_growth_L4,QoQ_growth_L5,QoQ_growth_L6,QoQ_growth_L7,QoQ_growth_L8
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2015,2015-06-30,4087.699593,0.0,-0.038380520101812476,0.004075650493626348,0.002475081474762053,0.005114936665007175,0.055621025210022434,0.05636418689696954,0.06803688644170092
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2015,2015-09-30,4043.133333,-0.010902528179007387,-0.010902528179007387,-0.048864603578885,-0.006871312579735611,-0.008454431349769309,-0.005843357255124415,0.04411208723631743,0.04484714658203104
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2015,2015-12-31,4038.0,-0.001269642274248528,-0.012158328142583663,-0.012158328142583663,-0.05007220528671541,-0.008132230745053315,-0.009713339520571518,-0.007105580555978319,0.04278643839130836
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2016,2016-03-31,4214.383333,0.04368086503219404,0.042355763685124836,0.030991450598996995,0.030991450598996995,-0.008578537495514627,0.035193411413555475,0.033543238439012635,0.03626490657097481
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2016,2016-06-30,4119.88574,-0.022422638268344786,0.020278786527984094,0.018983397449089168,0.00787390224445983,0.00787390224445983,-0.030808822320726015,0.011981644011655579,0.01036847226880111
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2016,2016-09-30,4166.958379,0.011425714684990318,-0.011253118250693306,0.031936200842000995,0.030626011017084398,0.019389581889952767,0.019389581889952767,-0.019735120449352883,0.02354425754258016
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2017,2016-12-31,4366.063917,0.04778198385743959,0.059753641857067885,0.03599116929214574,0.08124415973254107,0.07987136643856019,0.06809803843626061,0.06809803843626061,0.027103880201351016
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2017,2017-03-31,4343.826999,-0.005093126995557085,0.04244549714999679,0.054356181975085516,0.030714734700665103,0.07573724591381858,0.07437144443042287,0.06265807948279933,0.06265807948279933
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2017,2017-06-30,4343.826999,0.0,-0.005093126995557085,0.04244549714999679,0.054356181975085516,0.030714734700665103,0.07573724591381858,0.07437144443042287,0.06265807948279933
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2017,2017-09-30,4406.149451,0.014347360522034558,0.014347360522034558,0.009181160597287574,0.057401838522179505,0.06948341023651805,0.0455027705947888,0.09117123600792487,0.0897858388782451
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2018,2017-12-31,4663.585783,0.058426600110346616,0.07361222812824098,0.07361222812824098,0.06814418470640082,0.1191822328974601,0.13196968977105672,0.1065879428865899,0.15492466146607242
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2018,2018-03-31,4745.40548,0.017544374823822206,0.0769960331061863,0.0924480834739616,0.0924480834739616,0.08688410664877577,0.13881758548757528,0.15182939029760578,0.12600233653211457
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2018,2018-06-30,4745.40548,0.0,0.017544374823822206,0.0769960331061863,0.0924480834739616,0.0924480834739616,0.08688410664877577,0.13881758548757528,0.15182939029760578
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2018,2018-09-30,4876.589536,0.027644435560435943,0.027644435560435943,0.04567381472352339,0.10676898054223538,0.1226481941206794,0.1226481941206794,0.1169304042966901,0.17029955484467796
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2019,2018-12-31,5180.229313,0.06226478049023143,0.09163049076261442,0.09163049076261442,0.11078246526166646,0.1756817081690949,0.19254963749535836,0.19254963749535836,0.1864758307430887
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2019,2019-03-31,5186.016225,0.0011171150252899942,0.0634514524373535,0.09284996758591002,0.09284996758591002,0.11202333704343914,0.17699507987024932,0.19388185261380864,0.19388185261380864
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2019,2019-06-30,5106.491844,-0.015334387234779645,-0.014234402483873199,0.04714407606029036,0.07609178299343133,0.07609178299343133,0.09497114057910316,0.15894658154208852,0.17557440597325225
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2019,2019-09-30,5120.865534,0.002814787615275982,-0.012562762662779892,-0.011459681688419598,0.05009156423699457,0.07912075281710162,0.07912075281710162,0.09805325178468993,0.16220877002657974
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2020,2019-12-31,5498.061117,0.07365856035383267,0.07668068117255178,0.06017044267924554,0.06135477501013109,0.1274397970983958,0.1586072339175535,0.1586072339175535,0.17893427350299462
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2020,2020-03-31,5532.0,0.006172882090208276,0.08028612805203972,0.083326904066235,0.06671474981742853,0.06790639289214795,0.1343993500296925,0.16575917976138888,0.16575917976138888
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2020,2020-06-30,5521.416448,-0.0019131511207519658,0.004247921313167202,0.07821937743542406,0.08125433598557996,0.06467396329829245,0.06586332657972815,0.13222907264180273,0.1635289062801013
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2020,2020-09-30,5202.333333,-0.05779008303486699,-0.05959267299349247,-0.05378764944711334,0.015908990083628227,0.01876855812716327,0.00314636655422329,0.004266996432866099,0.06679746051934266
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2020,2020-12-31,5339.0,0.026270263409128747,-0.03303798032949967,-0.03488792480115688,-0.02893040175711825,0.04259718685282721,0.04553187650210222,0.029499285841513068,0.030649354962251962
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2020,2021-03-31,5339.0,0.0,0.026270263409128747,-0.03303798032949967,-0.03488792480115688,-0.02893040175711825,0.04259718685282721,0.04553187650210222,0.029499285841513068
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2020,2021-06-30,5339.0,0.0,0.0,0.026270263409128747,-0.03303798032949967,-0.03488792480115688,-0.02893040175711825,0.04259718685282721,0.04553187650210222
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2021,2021-09-30,5924.459034,0.1096570582506089,0.1096570582506089,0.1096570582506089,0.1388080414646511,0.07299623018763479,0.07094342624728855,0.0775542337427968,0.15692532730346853
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2021,2021-12-31,5924.459034,0.0,0.1096570582506089,0.1096570582506089,0.1096570582506089,0.1388080414646511,0.07299623018763479,0.07094342624728855,0.0775542337427968
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,MedTech & Healthcare Supply,2022,2022-03-31,6235.788721,0.052549892777265184,0.052549892777265184,0.16796941768121365,0.16796941768121365,0.16796941768121365,0.19865228193750584,0.12938206703440458,0.12722138846710052
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Other Sales,2013,2012-12-31,3366.490815,,,,,,,,
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Other Sales,2013,2013-03-31,3269.516511,-0.028805753328633443,,,,,,,
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Other Sales,2013,2013-06-30,3150.524679,-0.03639432056686731,-0.0641517080746884,,,,,,
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Other Sales,2013,2013-09-30,2907.885528,-0.07701547384069873,-0.11060686856399848,-0.13622650772032485,,,,,
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Other Sales,2013,2013-12-31,2905.057153,-0.0009726569264041363,-0.07791322113303145,-0.11147194295358598,-0.13706666299043502,,,,
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Other Sales,2014,2014-03-31,2959.918327,0.018884714176223838,0.01789368890177312,-0.060499875868453845,-0.09469234455870901,-0.12077041356787432,,,
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Other Sales,2014,2014-06-30,2914.167483,-0.015456792703591238,0.003136024360344214,0.0021603171581245917,-0.07502153453215332,-0.10868549732183919,-0.13436048302422,,
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Other Sales,2014,2014-09-30,2922.667483,0.0029167849993472217,-0.012585091845339846,0.00606195646850316,0.005083403338152381,-0.07232357121935751,-0.10608572455072685,-0.13183559866626282,
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Other Sales,2015,2014-12-31,3009.607154,0.029746685692331853,0.03275023537828692,0.016787229075459598,0.03598896527458417,0.03498130343183159,-0.04472827206823482,-0.07949473756304881,-0.10601058509051664
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2013,2012-12-31,7273.250315,,,,,,,,
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2013,2013-03-31,7125.673379,-0.02029036945086915,,,,,,,
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2013,2013-06-30,6977.826569,-0.020748468549753873,-0.04061784390820877,,,,,,
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2013,2013-09-30,6777.478651,-0.028712080476473,-0.04886481732746284,-0.06816370158160845,,,,,
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2013,2013-12-31,6777.374487,-1.5369137309595438e-05,-0.028727008333875315,-0.048879435454685316,-0.06817802310162902,,,,
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2014,2014-03-31,7026.815995,0.03680503541282332,0.03678910061387075,0.007020728519915087,-0.013873409394730585,-0.03388228224343748,,,
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2014,2014-06-30,6991.774667,-0.0049868002840738335,0.031634695767697396,0.03161884043240493,0.0019989172648637865,-0.01879102575689362,-0.03870011835279463,,
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2014,2014-09-30,6993.774667,0.00028605040855222974,-0.004702176351780274,0.03192979529389839,0.03191393542318055,0.002285539464516262,-0.018510350528936348,-0.03842513812890824,
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2015,2014-12-31,7260.456559,0.03813132459905155,0.03842828248858399,0.03324984803447961,0.07127864528168293,0.07126218065308665,0.04050401471077314,0.018915149885654126,-0.0017590149446135017
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2015,2015-03-31,4087.699593,-0.4369913848003233,-0.41552312054208196,-0.41535593069192367,-0.4182714339028313,-0.39686089342697406,-0.3968701631547198,-0.4141872755679835,-0.42634199245690685
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2015,2015-06-30,4087.699593,0.0,-0.4369913848003233,-0.41552312054208196,-0.41535593069192367,-0.4182714339028313,-0.39686089342697406,-0.3968701631547198,-0.4141872755679835
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2015,2015-09-30,4043.133333,-0.010902528179007387,-0.010902528179007387,-0.4431296020925617,-0.4218953961903502,-0.42173002913224455,-0.4246137459872392,-0.4034366345322479,-0.4034458031965257
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2015,2015-12-31,4038.0,-0.001269642274248528,-0.012158328142583663,-0.012158328142583663,-0.44383662829102266,-0.4226293822342847,-0.4224642251331867,-0.42534428069935537,-0.4041940566003137
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2016,2016-03-31,4214.383333,0.04368086503219404,0.042355763685124836,0.030991450598996995,0.030991450598996995,-0.41954293111555274,-0.3974093342061059,-0.3972369628999658,-0.40024282178460546
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2016,2016-06-30,4119.88574,-0.022422638268344786,0.020278786527984094,0.018983397449089168,0.00787390224445983,0.00787390224445983,-0.4325583100014524,-0.4109210067290834,-0.41075250044238876
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2016,2016-09-30,4166.958379,0.011425714684990318,-0.011253118250693306,0.031936200842000995,0.030626011017084398,0.019389581889952767,0.019389581889952767,-0.42607488315116027,-0.4041903582250487
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2017,2016-12-31,4366.063917,0.04778198385743959,0.059753641857067885,0.03599116929214574,0.08124415973254107,0.07987136643856019,0.06809803843626061,0.06809803843626061,-0.39865160248250986
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2017,2017-03-31,4343.826999,-0.005093126995557085,0.04244549714999679,0.054356181975085516,0.030714734700665103,0.07573724591381858,0.07437144443042287,0.06265807948279933,0.06265807948279933
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2017,2017-06-30,4343.826999,0.0,-0.005093126995557085,0.04244549714999679,0.054356181975085516,0.030714734700665103,0.07573724591381858,0.07437144443042287,0.06265807948279933
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2017,2017-09-30,4406.149451,0.014347360522034558,0.014347360522034558,0.009181160597287574,0.057401838522179505,0.06948341023651805,0.0455027705947888,0.09117123600792487,0.0897858388782451
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2018,2017-12-31,4663.585783,0.058426600110346616,0.07361222812824098,0.07361222812824098,0.06814418470640082,0.1191822328974601,0.13196968977105672,0.1065879428865899,0.15492466146607242
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2018,2018-03-31,4745.40548,0.017544374823822206,0.0769960331061863,0.0924480834739616,0.0924480834739616,0.08688410664877577,0.13881758548757528,0.15182939029760578,0.12600233653211457
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2018,2018-06-30,4745.40548,0.0,0.017544374823822206,0.0769960331061863,0.0924480834739616,0.0924480834739616,0.08688410664877577,0.13881758548757528,0.15182939029760578
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2018,2018-09-30,4876.589536,0.027644435560435943,0.027644435560435943,0.04567381472352339,0.10676898054223538,0.1226481941206794,0.1226481941206794,0.1169304042966901,0.17029955484467796
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2019,2018-12-31,5180.229313,0.06226478049023143,0.09163049076261442,0.09163049076261442,0.11078246526166646,0.1756817081690949,0.19254963749535836,0.19254963749535836,0.1864758307430887
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2019,2019-03-31,5186.016225,0.0011171150252899942,0.0634514524373535,0.09284996758591002,0.09284996758591002,0.11202333704343914,0.17699507987024932,0.19388185261380864,0.19388185261380864
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2019,2019-06-30,5106.491844,-0.015334387234779645,-0.014234402483873199,0.04714407606029036,0.07609178299343133,0.07609178299343133,0.09497114057910316,0.15894658154208852,0.17557440597325225
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2019,2019-09-30,5120.865534,0.002814787615275982,-0.012562762662779892,-0.011459681688419598,0.05009156423699457,0.07912075281710162,0.07912075281710162,0.09805325178468993,0.16220877002657974
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2020,2019-12-31,5498.061117,0.07365856035383267,0.07668068117255178,0.06017044267924554,0.06135477501013109,0.1274397970983958,0.1586072339175535,0.1586072339175535,0.17893427350299462
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2020,2020-03-31,5532.0,0.006172882090208276,0.08028612805203972,0.083326904066235,0.06671474981742853,0.06790639289214795,0.1343993500296925,0.16575917976138888,0.16575917976138888
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2020,2020-06-30,5521.416448,-0.0019131511207519658,0.004247921313167202,0.07821937743542406,0.08125433598557996,0.06467396329829245,0.06586332657972815,0.13222907264180273,0.1635289062801013
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2020,2020-09-30,5202.333333,-0.05779008303486699,-0.05959267299349247,-0.05378764944711334,0.015908990083628227,0.01876855812716327,0.00314636655422329,0.004266996432866099,0.06679746051934266
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2020,2020-12-31,5339.0,0.026270263409128747,-0.03303798032949967,-0.03488792480115688,-0.02893040175711825,0.04259718685282721,0.04553187650210222,0.029499285841513068,0.030649354962251962
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2020,2021-03-31,5339.0,0.0,0.026270263409128747,-0.03303798032949967,-0.03488792480115688,-0.02893040175711825,0.04259718685282721,0.04553187650210222,0.029499285841513068
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2020,2021-06-30,5339.0,0.0,0.0,0.026270263409128747,-0.03303798032949967,-0.03488792480115688,-0.02893040175711825,0.04259718685282721,0.04553187650210222
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2021,2021-09-30,5924.459034,0.1096570582506089,0.1096570582506089,0.1096570582506089,0.1388080414646511,0.07299623018763479,0.07094342624728855,0.0775542337427968,0.15692532730346853
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2021,2021-12-31,5924.459034,0.0,0.1096570582506089,0.1096570582506089,0.1096570582506089,0.1388080414646511,0.07299623018763479,0.07094342624728855,0.0775542337427968
AGILENT TECHNOLOGIES INC,Agilent Technologies,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Total WW Revenues,2022,2022-03-31,6235.788721,0.052549892777265184,0.052549892777265184,0.16796941768121365,0.16796941768121365,0.16796941768121365,0.19865228193750584,0.12938206703440458,0.12722138846710052
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2011,2011-03-31,82.44727354,,,,,,,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2011,2011-06-30,82.44727354,0.0,,,,,,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2011,2011-09-30,80.8449304,-0.019434762014569396,-0.019434762014569396,,,,,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2011,2011-12-31,81.91941949,0.013290741728438693,-0.006402322688619955,-0.006402322688619955,,,,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2012,2012-03-31,82.05567123,0.0016632410342780624,0.014976088469735416,-0.004749730260152352,-0.004749730260152352,,,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2012,2012-06-30,82.95492168,0.010959028626789546,0.012640497167175413,0.026099240478782093,0.0061572459367464916,0.0061572459367464916,,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2012,2012-09-30,78.99209772,-0.047770811902959176,-0.03733530497133919,-0.03573416154831677,-0.022918353331899066,-0.04190770260369725,-0.04190770260369725,,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2012,2012-12-31,72.28750048,-0.08487680962424249,-0.1285929874197187,-0.11904321302326637,-0.11757796954574085,-0.10584992624348888,-0.12322752013225635,-0.12322752013225635,
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2013,2013-03-31,70.9735841,-0.018176259675260598,-0.10151032636736523,-0.144431907563221,-0.13505571234603875,-0.13361710151444828,-0.12210223017274069,-0.1391639644024546,-0.1391639644024546
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2013,2013-06-30,68.14434284,-0.0398632997878996,-0.057314993774702616,-0.13732708958371498,-0.1785376749209897,-0.16953524578461987,-0.16815398272788717,-0.1570981321544932,-0.1734797293577066
ALLERGAN INC,Allergan,32541,Pharmaceutical and Medicine Manufacturing,Alliance/ Co-promotion Revenue,2013,2013-09-30,68.165,0.0003031382964322482,-0.039572245584255206,-0.0570292298478432,-0.13706558038727312,-0.178288658231182,-0.1692835001137799,-0.1679018183433173,-0.15684261631821494
