Company,Item,Year,Data Kind,Data,Source,Comment
Agilent Technologies,Total WW Revenues,2023,Actual Data,7209.559455,Forecast,
Agilent Technologies,Total WW Revenues,2023,CAGR (%),2.1568521,Forecast,
Allergan,Rx Sales from Products module,2010,Actual Data,1507.254983,Reported,
Allergan,Rx Sales from Products module,2011,Actual Data,2606.267628,Reported,
Allergan,Rx Sales from Products module,2012,Actual Data,3384.983933,Reported,
Allergan,Rx Sales from Products module,2013,Actual Data,4638.030365,Reported,
Allergan,Rx Sales from Products module,2014,Actual Data,7919.324242,Reported,
Allergan,Rx Sales from Products module,2015,Actual Data,14948.95649,Reported,
Allergan,Rx Sales from Products module,2016,Actual Data,14981.29411,Reported,
Allergan,Rx Sales from Products module,2017,Actual Data,13726.57344,Reported,
Allergan,Rx Sales from Products module,2018,Actual Data,13389.38396,Reported,
Allergan,Rx Sales from Products module,2019,Actual Data,13812.47283,Reported,
Allergan,Rx Sales from Products module,2020,Actual Data,4262.825324,Forecast,
Allergan,Other Rx Sales,2010,Actual Data,971.9450169,Reported,
Allergan,Other Rx Sales,2011,Actual Data,1003.432372,Reported,
Allergan,Other Rx Sales,2012,Actual Data,1368.940683,Reported,
Allergan,Other Rx Sales,2013,Actual Data,2610.413035,Reported,
Allergan,Other Rx Sales,2014,Actual Data,3231.823106,Reported,
Allergan,Other Rx Sales,2015,Actual Data,5525.651364,Reported,
Allergan,Other Rx Sales,2016,Actual Data,3182.039889,Reported,
Allergan,Other Rx Sales,2017,Actual Data,1182.012368,Reported,
Allergan,Other Rx Sales,2018,Actual Data,1356.68288,Reported,
Allergan,Other Rx Sales,2019,Actual Data,1336.065082,Reported,
Allergan,Other Rx Sales,2020,Actual Data,510.3742239,Forecast,
Allergan,Total WW Prescription (Rx) Sales,2010,Actual Data,2479.2,Reported,
Allergan,Total WW Prescription (Rx) Sales,2011,Actual Data,3609.7,Reported,
Allergan,Total WW Prescription (Rx) Sales,2012,Actual Data,4753.924617,Reported,
Allergan,Total WW Prescription (Rx) Sales,2013,Actual Data,7248.4434,Reported,
Allergan,Total WW Prescription (Rx) Sales,2014,Actual Data,11151.14735,Reported,
Allergan,Total WW Prescription (Rx) Sales,2015,Actual Data,20474.60786,Reported,
Allergan,Total WW Prescription (Rx) Sales,2016,Actual Data,18163.334,Reported,
Allergan,Total WW Prescription (Rx) Sales,2017,Actual Data,14908.58581,Reported,
Allergan,Total WW Prescription (Rx) Sales,2018,Actual Data,14746.06684,Reported,
Allergan,Total WW Prescription (Rx) Sales,2019,Actual Data,15148.53791,Reported,
Allergan,Total WW Prescription (Rx) Sales,2020,Actual Data,4773.199547,Forecast,
Allergan,OTC,2010,Actual Data,106,Reported,
Allergan,OTC,2011,Actual Data,75.4,Reported,
Allergan,OTC,2012,Actual Data,42.87538333,Reported,
Allergan,OTC,2013,Actual Data,44.3940995,Reported,
Allergan,OTC,2014,Actual Data,45.05265239,Reported,
Allergan,OTC,2015,Actual Data,400.525782,Reported,
Allergan,OTC,2016,Actual Data,472.8683795,Reported,
Allergan,OTC,2017,Actual Data,475.6379209,Reported,
Allergan,OTC,2018,Actual Data,447.0890217,Reported,
Allergan,OTC,2019,Actual Data,449.9136238,Reported,
Allergan,OTC,2020,Actual Data,161.9376083,Forecast,
Allergan,Alliance/ Co-promotion Revenue,2010,Actual Data,81.5,Reported,
Allergan,Alliance/ Co-promotion Revenue,2011,Actual Data,76.1,Reported,
Allergan,Alliance/ Co-promotion Revenue,2012,Actual Data,70.8,Reported,
Allergan,Alliance/ Co-promotion Revenue,2013,Actual Data,82.2,Reported,
Allergan,Alliance/ Co-promotion Revenue,2014,Actual Data,63.4,Reported,
Allergan,Alliance/ Co-promotion Revenue,2015,Actual Data,35.67994404,Reported,
Allergan,Alliance/ Co-promotion Revenue,2016,Actual Data,46.45778102,Reported,
Allergan,Alliance/ Co-promotion Revenue,2017,Actual Data,63.33828598,Reported,
Allergan,Alliance/ Co-promotion Revenue,2018,Actual Data,62.2103587,Reported,
Allergan,Alliance/ Co-promotion Revenue,2019,Actual Data,73.90765737,Reported,
Allergan,Alliance/ Co-promotion Revenue,2020,Actual Data,26.17663467,Forecast,
Allergan,Royalty & Licensing Income,2010,Actual Data,69.5,Reported,
Allergan,Royalty & Licensing Income,2011,Actual Data,47,Reported,
Allergan,Royalty & Licensing Income,2012,Actual Data,60.9,Reported,
Allergan,Royalty & Licensing Income,2013,Actual Data,103.6,Reported,
Allergan,Royalty & Licensing Income,2014,Actual Data,114.5,Reported,
Allergan,Royalty & Licensing Income,2015,Actual Data,92.78641667,Reported,
Allergan,Royalty & Licensing Income,2016,Actual Data,50.43984184,Reported,
Allergan,Royalty & Licensing Income,2017,Actual Data,55.48798638,Reported,
Allergan,Royalty & Licensing Income,2018,Actual Data,67.33378206,Reported,
Allergan,Royalty & Licensing Income,2019,Actual Data,103.0908075,Reported,
Allergan,Royalty & Licensing Income,2020,Actual Data,39.30606557,Forecast,
Allergan,Other Pharmaceuticals,2010,Actual Data,830.7,Reported,
Allergan,Other Pharmaceuticals,2011,Actual Data,776.2,Reported,
Allergan,Other Pharmaceuticals,2012,Actual Data,986.4,Reported,
Allergan,Other Pharmaceuticals,2013,Actual Data,1196.9,Reported,
Allergan,Other Pharmaceuticals,2014,Actual Data,1683.7,Reported,
Allergan,Total WW Pharmaceuticals,2010,Actual Data,3566.9,Reported,
Allergan,Total WW Pharmaceuticals,2011,Actual Data,4584.4,Reported,
Allergan,Total WW Pharmaceuticals,2012,Actual Data,5914.9,Reported,
Allergan,Total WW Pharmaceuticals,2013,Actual Data,8675.5375,Reported,
Allergan,Total WW Pharmaceuticals,2014,Actual Data,13057.8,Reported,
Allergan,Total WW Pharmaceuticals,2015,Actual Data,21003.6,Reported,
Allergan,Total WW Pharmaceuticals,2016,Actual Data,18733.1,Reported,
Allergan,Total WW Pharmaceuticals,2017,Actual Data,15503.05,Reported,
Allergan,Total WW Pharmaceuticals,2018,Actual Data,15322.7,Reported,
Allergan,Total WW Pharmaceuticals,2019,Actual Data,15775.45,Reported,
Allergan,Total WW Pharmaceuticals,2020,Actual Data,5000.619856,Forecast,
Allergan,Consumer Healthcare,2010,Actual Data,106,Reported,
Allergan,Consumer Healthcare,2011,Actual Data,75.4,Reported,
Allergan,Consumer Healthcare,2012,Actual Data,42.87538333,Reported,
Allergan,Consumer Healthcare,2013,Actual Data,44.3940995,Reported,
Allergan,Consumer Healthcare,2014,Actual Data,45.05265239,Reported,
Allergan,Consumer Healthcare,2015,Actual Data,400.525782,Reported,
Allergan,Consumer Healthcare,2016,Actual Data,472.8683795,Reported,
Allergan,Consumer Healthcare,2017,Actual Data,475.6379209,Reported,
Allergan,Consumer Healthcare,2018,Actual Data,447.0890217,Reported,
Allergan,Consumer Healthcare,2019,Actual Data,449.9136238,Reported,
Allergan,Consumer Healthcare,2020,Actual Data,161.9376083,Forecast,
Allergan,MedTech & Healthcare Supply,2013,Actual Data,2.0625,Reported,
Allergan,MedTech & Healthcare Supply,2014,Actual Data,4.5,Reported,
Allergan,MedTech & Healthcare Supply,2015,Actual Data,904.8,Reported,
Allergan,MedTech & Healthcare Supply,2016,Actual Data,1255.4,Reported,
Allergan,MedTech & Healthcare Supply,2017,Actual Data,1458.05,Reported,
Allergan,MedTech & Healthcare Supply,2018,Actual Data,1588.2,Reported,
Allergan,MedTech & Healthcare Supply,2019,Actual Data,1525.05,Reported,
Allergan,MedTech & Healthcare Supply,2020,Actual Data,988.2791406,Forecast,
Allergan,Other Sales,2017,Actual Data,21.4,Reported,
Allergan,Other Sales,2018,Actual Data,14.5,Reported,
Allergan,Other Sales,2019,Actual Data,32,Reported,
Allergan,Balancing OTC/MedTech,2010,Actual Data,-106,Reported,
Allergan,Balancing OTC/MedTech,2011,Actual Data,-75.4,Reported,
Allergan,Balancing OTC/MedTech,2012,Actual Data,-42.87538333,Reported,
Allergan,Balancing OTC/MedTech,2013,Actual Data,-44.3940995,Reported,
Allergan,Balancing OTC/MedTech,2014,Actual Data,-45.05265239,Reported,
Allergan,Balancing OTC/MedTech,2015,Actual Data,-400.525782,Reported,
Allergan,Balancing OTC/MedTech,2016,Actual Data,-472.8683795,Reported,
Allergan,Balancing OTC/MedTech,2017,Actual Data,-475.6379209,Reported,
Allergan,Balancing OTC/MedTech,2018,Actual Data,-447.0890217,Reported,
Allergan,Balancing OTC/MedTech,2019,Actual Data,-449.9136238,Reported,
Allergan,Balancing OTC/MedTech,2020,Actual Data,-161.9376083,Forecast,
Allergan,Total WW Revenues,2010,Actual Data,3566.9,Reported,
Allergan,Total WW Revenues,2011,Actual Data,4584.4,Reported,
Allergan,Total WW Revenues,2012,Actual Data,5914.9,Reported,
Allergan,Total WW Revenues,2013,Actual Data,2602.5,Reported,
Allergan,Total WW Revenues,2014,Actual Data,6738.9,Reported,
Allergan,Total WW Revenues,2015,Actual Data,13258.2,Reported,
Allergan,Total WW Revenues,2016,Actual Data,15437.9,Reported,
Allergan,Total WW Revenues,2017,Actual Data,16982.5,Reported,
Allergan,Total WW Revenues,2018,Actual Data,16925.4,Reported,
Allergan,Total WW Revenues,2019,Actual Data,17307.5,Reported,
Allergan,Total WW Revenues,2020,Actual Data,5988.898997,Forecast,
Allergan,   of which WW Generics,2010,Actual Data,2268.9,Reported,
Allergan,   of which WW Generics,2011,Actual Data,3320.2,Reported,
Allergan,   of which WW Generics,2012,Actual Data,4385.2,Reported,
Allergan,   of which WW Generics,2013,Actual Data,6252.3,Reported,
Allergan,   of which WW Generics,2014,Actual Data,6632.7,Reported,
Allergan,   of which WW Generics,2015,Actual Data,8499,Reported,
Allergan,   of which WW Generics,2016,Actual Data,4504.3,Reported,
Allergan,Eliminations/JV adjustment,2013,Actual Data,-6075.1,Reported,
Allergan,Eliminations/JV adjustment,2014,Actual Data,-6323.4,Reported,
Allergan,Eliminations/JV adjustment,2015,Actual Data,-8650.2,Reported,
Allergan,Eliminations/JV adjustment,2016,Actual Data,-4550.6,Reported,
Allergan,Eliminations/JV adjustment,2019,Actual Data,-25,Reported,
Amgen,Rx Sales from Products module,2010,Actual Data,14660,Reported,
Amgen,Rx Sales from Products module,2011,Actual Data,15237,Reported,
Amgen,Rx Sales from Products module,2012,Actual Data,16466,Reported,
Amgen,Rx Sales from Products module,2013,Actual Data,17946,Reported,
Amgen,Rx Sales from Products module,2014,Actual Data,19118,Reported,
Amgen,Rx Sales from Products module,2015,Actual Data,20742,Reported,
Amgen,Rx Sales from Products module,2016,Actual Data,21703.70833,Reported,
Amgen,Rx Sales from Products module,2017,Actual Data,21647.16667,Reported,
Amgen,Rx Sales from Products module,2018,Actual Data,22371.27923,Reported,
Amgen,Rx Sales from Products module,2019,Actual Data,21987.66667,Reported,
Amgen,Rx Sales from Products module,2020,Actual Data,23991.84767,Reported,
Amgen,Rx Sales from Products module,2021,Actual Data,23722.51509,Reported,
Amgen,Rx Sales from Products module,2022,Actual Data,24203.7885,Forecast,
Amgen,Rx Sales from Products module,2023,Actual Data,25064.26173,Forecast,
Amgen,Rx Sales from Products module,2023,CAGR (%),4.2118237,Forecast,
Amgen,Other Rx Sales,2010,Actual Data,14660,Reported,
Amgen,Other Rx Sales,2011,Actual Data,58,Reported,
Amgen,Other Rx Sales,2012,Actual Data,173,Reported,
Amgen,Other Rx Sales,2013,Actual Data,246,Reported,
Amgen,Other Rx Sales,2014,Actual Data,209,Reported,
Amgen,Other Rx Sales,2015,Actual Data,202,Reported,
Amgen,Other Rx Sales,2016,Actual Data,188.2916667,Reported,
Amgen,Other Rx Sales,2017,Actual Data,147.8333333,Reported,
Amgen,Other Rx Sales,2018,Actual Data,161.7207655,Reported,
Amgen,Other Rx Sales,2019,Actual Data,210.3333333,Reported,
Amgen,Other Rx Sales,2020,Actual Data,106.1523333,Reported,
Amgen,Other Rx Sales,2021,Actual Data,234.4849138,Reported,
Amgen,Other Rx Sales,2022,Actual Data,1618.769068,Forecast,
Amgen,Other Rx Sales,2023,Actual Data,1791.462104,Forecast,
Amgen,Other Rx Sales,2023,CAGR (%),-14.9303009,Forecast,
Amgen,Total WW Prescription (Rx) Sales,2010,Actual Data,29320,Reported,
Amgen,Total WW Prescription (Rx) Sales,2011,Actual Data,15295,Reported,
Amgen,Total WW Prescription (Rx) Sales,2012,Actual Data,16639,Reported,
Amgen,Total WW Prescription (Rx) Sales,2013,Actual Data,18192,Reported,
Amgen,Total WW Prescription (Rx) Sales,2014,Actual Data,19327,Reported,
Amgen,Total WW Prescription (Rx) Sales,2015,Actual Data,20944,Reported,
Amgen,Total WW Prescription (Rx) Sales,2016,Actual Data,21892,Reported,
Amgen,Total WW Prescription (Rx) Sales,2017,Actual Data,21795,Reported,
Amgen,Total WW Prescription (Rx) Sales,2018,Actual Data,22533,Reported,
Amgen,Total WW Prescription (Rx) Sales,2019,Actual Data,22198,Reported,
Amgen,Total WW Prescription (Rx) Sales,2020,Actual Data,24098,Reported,
Amgen,Total WW Prescription (Rx) Sales,2021,Actual Data,23957,Reported,
Amgen,Total WW Prescription (Rx) Sales,2022,Actual Data,25822.55756,Forecast,
Amgen,Total WW Prescription (Rx) Sales,2023,Actual Data,26855.72384,Forecast,
Amgen,Total WW Prescription (Rx) Sales,2023,CAGR (%),-0.6730395,Forecast,
Amgen,Alliance/ Co-promotion Revenue,2013,Actual Data,50.6109589,Reported,
Amgen,Alliance/ Co-promotion Revenue,2014,Actual Data,411.7078358,Reported,
Amgen,Alliance/ Co-promotion Revenue,2015,Actual Data,460.725938,Reported,
Amgen,Alliance/ Co-promotion Revenue,2016,Actual Data,532.5416976,Reported,
Amgen,Alliance/ Co-promotion Revenue,2017,Actual Data,550.7073863,Reported,
Amgen,Alliance/ Co-promotion Revenue,2018,Actual Data,545.2140754,Reported,
Amgen,Alliance/ Co-promotion Revenue,2019,Actual Data,576.7950424,Reported,
Amgen,Alliance/ Co-promotion Revenue,2020,Actual Data,323,Reported,
Amgen,Alliance/ Co-promotion Revenue,2021,Actual Data,162.5323455,Reported,
Amgen,Royalty & Licensing Income,2010,Actual Data,393,Reported,
Amgen,Royalty & Licensing Income,2011,Actual Data,287,Reported,
Amgen,Royalty & Licensing Income,2012,Actual Data,626,Reported,
Amgen,Royalty & Licensing Income,2013,Actual Data,433.3890411,Reported,
Amgen,Royalty & Licensing Income,2014,Actual Data,324.2921642,Reported,
Amgen,Royalty & Licensing Income,2015,Actual Data,257.274062,Reported,
Amgen,Royalty & Licensing Income,2016,Actual Data,566.4583024,Reported,
Amgen,Royalty & Licensing Income,2017,Actual Data,503.2926137,Reported,
Amgen,Royalty & Licensing Income,2018,Actual Data,668.7859246,Reported,
Amgen,Royalty & Licensing Income,2019,Actual Data,587.2049576,Reported,
Amgen,Royalty & Licensing Income,2020,Actual Data,1003,Reported,
Amgen,Royalty & Licensing Income,2021,Actual Data,967.6929097,Reported,
Amgen,Royalty & Licensing Income,2022,Actual Data,322.305102,Forecast,
Amgen,Royalty & Licensing Income,2023,Actual Data,403.5536027,Forecast,
Amgen,Royalty & Licensing Income,2023,CAGR (%),0.2040518,Forecast,
Amgen,Other Pharmaceuticals,2021,Actual Data,891.7747448,Reported,
Amgen,Other Pharmaceuticals,2022,Actual Data,5.3625,Forecast,
Amgen,Other Pharmaceuticals,2023,Actual Data,21.175,Forecast,
Amgen,Total WW Pharmaceuticals,2010,Actual Data,15053,Reported,
Amgen,Total WW Pharmaceuticals,2011,Actual Data,15582,Reported,
Amgen,Total WW Pharmaceuticals,2012,Actual Data,17265,Reported,
Amgen,Total WW Pharmaceuticals,2013,Actual Data,18676,Reported,
Amgen,Total WW Pharmaceuticals,2014,Actual Data,20063,Reported,
Amgen,Total WW Pharmaceuticals,2015,Actual Data,21662,Reported,
Amgen,Total WW Pharmaceuticals,2016,Actual Data,22991,Reported,
Amgen,Total WW Pharmaceuticals,2017,Actual Data,22849,Reported,
Amgen,Total WW Pharmaceuticals,2018,Actual Data,23747,Reported,
Amgen,Total WW Pharmaceuticals,2019,Actual Data,23362,Reported,
Amgen,Total WW Pharmaceuticals,2020,Actual Data,25424,Reported,
Amgen,Total WW Pharmaceuticals,2021,Actual Data,25979,Reported,
Amgen,Total WW Pharmaceuticals,2022,Actual Data,26150.22517,Forecast,
Amgen,Total WW Pharmaceuticals,2023,Actual Data,27280.45244,Forecast,
Amgen,Total WW Pharmaceuticals,2023,CAGR (%),4.6800042,Forecast,
Amgen,Total WW Revenues,2010,Actual Data,15053,Reported,
Amgen,Total WW Revenues,2011,Actual Data,15582,Reported,
Amgen,Total WW Revenues,2012,Actual Data,17265,Reported,
Amgen,Total WW Revenues,2013,Actual Data,18676,Reported,
Amgen,Total WW Revenues,2014,Actual Data,20063,Reported,
Amgen,Total WW Revenues,2015,Actual Data,21662,Reported,
Amgen,Total WW Revenues,2016,Actual Data,22991,Reported,
Amgen,Total WW Revenues,2017,Actual Data,22849,Reported,
Amgen,Total WW Revenues,2018,Actual Data,23747,Reported,
Amgen,Total WW Revenues,2019,Actual Data,23362,Reported,
Amgen,Total WW Revenues,2020,Actual Data,25424,Reported,
Amgen,Total WW Revenues,2021,Actual Data,25979,Reported,
Amgen,Total WW Revenues,2022,Actual Data,26150.22517,Forecast,
Amgen,Total WW Revenues,2023,Actual Data,27280.45244,Forecast,
Amgen,Total WW Revenues,2023,CAGR (%),4.6800042,Forecast,
Amneal Pharmaceuticals,Rx Sales from Products module,2016,Actual Data,444.535,Reported,
Amneal Pharmaceuticals,Rx Sales from Products module,2017,Actual Data,512.449,Reported,
Amneal Pharmaceuticals,Rx Sales from Products module,2018,Actual Data,734.5401595,Reported,
Amneal Pharmaceuticals,Rx Sales from Products module,2019,Actual Data,931.7623746,Reported,
Amneal Pharmaceuticals,Rx Sales from Products module,2020,Actual Data,813.190824,Reported,
Amneal Pharmaceuticals,Rx Sales from Products module,2021,Actual Data,1347.633698,Reported,
Amneal Pharmaceuticals,Rx Sales from Products module,2022,Actual Data,1402.188146,Forecast,
Amneal Pharmaceuticals,Rx Sales from Products module,2023,Actual Data,1481.311026,Forecast,
Amneal Pharmaceuticals,Other Rx Sales,2014,Actual Data,785.6,Reported,
Amneal Pharmaceuticals,Other Rx Sales,2015,Actual Data,866.3,Reported,
Amneal Pharmaceuticals,Other Rx Sales,2016,Actual Data,547.666,Reported,
Amneal Pharmaceuticals,Other Rx Sales,2017,Actual Data,500.497,Reported,
Amneal Pharmaceuticals,Other Rx Sales,2018,Actual Data,883.9804341,Reported,
Amneal Pharmaceuticals,Other Rx Sales,2019,Actual Data,644.0669269,Reported,
Amneal Pharmaceuticals,Other Rx Sales,2020,Actual Data,1125.254417,Reported,
Amneal Pharmaceuticals,Other Rx Sales,2021,Actual Data,528.408574,Reported,
Amneal Pharmaceuticals,Other Rx Sales,2022,Actual Data,702.0134622,Forecast,
Amneal Pharmaceuticals,Other Rx Sales,2023,Actual Data,671.5300341,Forecast,
Amneal Pharmaceuticals,Total WW Prescription (Rx) Sales,2014,Actual Data,785.6,Reported,
Amneal Pharmaceuticals,Total WW Prescription (Rx) Sales,2015,Actual Data,866.3,Reported,
Amneal Pharmaceuticals,Total WW Prescription (Rx) Sales,2016,Actual Data,992.201,Reported,
Amneal Pharmaceuticals,Total WW Prescription (Rx) Sales,2017,Actual Data,1012.946,Reported,
Amneal Pharmaceuticals,Total WW Prescription (Rx) Sales,2018,Actual Data,1618.520594,Reported,
Amneal Pharmaceuticals,Total WW Prescription (Rx) Sales,2019,Actual Data,1575.829301,Reported,
Amneal Pharmaceuticals,Total WW Prescription (Rx) Sales,2020,Actual Data,1938.445241,Reported,
Amneal Pharmaceuticals,Total WW Prescription (Rx) Sales,2021,Actual Data,1876.042272,Reported,
Amneal Pharmaceuticals,Total WW Prescription (Rx) Sales,2022,Actual Data,2104.201608,Forecast,
Amneal Pharmaceuticals,Total WW Prescription (Rx) Sales,2023,Actual Data,2152.84106,Forecast,
Amneal Pharmaceuticals,OTC,2016,Actual Data,26.024,Reported,
Amneal Pharmaceuticals,OTC,2017,Actual Data,20.708,Reported,
Amneal Pharmaceuticals,OTC,2018,Actual Data,13.58,Reported,
Amneal Pharmaceuticals,OTC,2019,Actual Data,9.229,Reported,
Amneal Pharmaceuticals,OTC,2020,Actual Data,9.472,Reported,
Amneal Pharmaceuticals,OTC,2021,Actual Data,22.54563701,Reported,
Amneal Pharmaceuticals,OTC,2022,Actual Data,24.98839352,Forecast,
Amneal Pharmaceuticals,OTC,2023,Actual Data,27.19558648,Forecast,
Amneal Pharmaceuticals,Royalty & Licensing Income,2018,Actual Data,30.89040639,Reported,
Amneal Pharmaceuticals,Royalty & Licensing Income,2019,Actual Data,41.31469853,Reported,
Amneal Pharmaceuticals,Royalty & Licensing Income,2020,Actual Data,44.60575942,Reported,
Amneal Pharmaceuticals,Royalty & Licensing Income,2021,Actual Data,195.081091,Reported,
Amneal Pharmaceuticals,Royalty & Licensing Income,2022,Actual Data,60.99874854,Forecast,
Amneal Pharmaceuticals,Royalty & Licensing Income,2023,Actual Data,70.99335349,Forecast,
Amneal Pharmaceuticals,Total WW Pharmaceuticals,2014,Actual Data,785.6,Reported,
Amneal Pharmaceuticals,Total WW Pharmaceuticals,2015,Actual Data,866.3,Reported,
Amneal Pharmaceuticals,Total WW Pharmaceuticals,2016,Actual Data,1018.225,Reported,
Amneal Pharmaceuticals,Total WW Pharmaceuticals,2017,Actual Data,1033.654,Reported,
Amneal Pharmaceuticals,Total WW Pharmaceuticals,2018,Actual Data,1662.991,Reported,
Amneal Pharmaceuticals,Total WW Pharmaceuticals,2019,Actual Data,1626.373,Reported,
Amneal Pharmaceuticals,Total WW Pharmaceuticals,2020,Actual Data,1992.523,Reported,
Amneal Pharmaceuticals,Total WW Pharmaceuticals,2021,Actual Data,2093.669,Reported,
Amneal Pharmaceuticals,Total WW Pharmaceuticals,2022,Actual Data,2190.18875,Forecast,
Amneal Pharmaceuticals,Total WW Pharmaceuticals,2023,Actual Data,2251.03,Forecast,
Amneal Pharmaceuticals,Consumer Healthcare,2016,Actual Data,26.024,Reported,
Amneal Pharmaceuticals,Consumer Healthcare,2017,Actual Data,20.708,Reported,
Amneal Pharmaceuticals,Consumer Healthcare,2018,Actual Data,13.58,Reported,
Amneal Pharmaceuticals,Consumer Healthcare,2019,Actual Data,9.229,Reported,
Amneal Pharmaceuticals,Consumer Healthcare,2020,Actual Data,9.472,Reported,
Amneal Pharmaceuticals,Consumer Healthcare,2021,Actual Data,22.54563701,Reported,
Amneal Pharmaceuticals,Consumer Healthcare,2022,Actual Data,24.98839352,Forecast,
Amneal Pharmaceuticals,Consumer Healthcare,2023,Actual Data,27.19558648,Forecast,
Amneal Pharmaceuticals,Balancing OTC/MedTech,2016,Actual Data,-26.024,Reported,
Amneal Pharmaceuticals,Balancing OTC/MedTech,2017,Actual Data,-20.708,Reported,
Amneal Pharmaceuticals,Balancing OTC/MedTech,2018,Actual Data,-13.58,Reported,
Amneal Pharmaceuticals,Balancing OTC/MedTech,2019,Actual Data,-9.229,Reported,
Amneal Pharmaceuticals,Balancing OTC/MedTech,2020,Actual Data,-9.472,Reported,
Amneal Pharmaceuticals,Balancing OTC/MedTech,2021,Actual Data,-22.54563701,Reported,
Amneal Pharmaceuticals,Balancing OTC/MedTech,2022,Actual Data,-24.98839352,Forecast,
Amneal Pharmaceuticals,Balancing OTC/MedTech,2023,Actual Data,-27.19558648,Forecast,
Amneal Pharmaceuticals,Total WW Revenues,2014,Actual Data,785.6,Reported,
Amneal Pharmaceuticals,Total WW Revenues,2015,Actual Data,866.3,Reported,
Amneal Pharmaceuticals,Total WW Revenues,2016,Actual Data,1018.225,Reported,
Amneal Pharmaceuticals,Total WW Revenues,2017,Actual Data,1033.654,Reported,
Amneal Pharmaceuticals,Total WW Revenues,2018,Actual Data,1662.991,Reported,
Amneal Pharmaceuticals,Total WW Revenues,2019,Actual Data,1626.373,Reported,
Amneal Pharmaceuticals,Total WW Revenues,2020,Actual Data,1992.523,Reported,
Amneal Pharmaceuticals,Total WW Revenues,2021,Actual Data,2093.669,Reported,
Amneal Pharmaceuticals,Total WW Revenues,2022,Actual Data,2190.18875,Forecast,
Amneal Pharmaceuticals,Total WW Revenues,2023,Actual Data,2251.03,Forecast,
Amneal Pharmaceuticals,   of which WW Generics,2014,Actual Data,785.6,Reported,
Amneal Pharmaceuticals,   of which WW Generics,2015,Actual Data,866.3,Reported,
Amneal Pharmaceuticals,   of which WW Generics,2016,Actual Data,1018.225,Reported,
Amneal Pharmaceuticals,   of which WW Generics,2017,Actual Data,1033.654,Reported,
Amneal Pharmaceuticals,   of which WW Generics,2018,Actual Data,1439.031,Reported,
Amneal Pharmaceuticals,   of which WW Generics,2019,Actual Data,1308.843,Reported,
Amneal Pharmaceuticals,   of which WW Generics,2020,Actual Data,1343.21,Reported,
Amneal Pharmaceuticals,   of which WW Generics,2021,Actual Data,1366.338,Reported,
Amneal Pharmaceuticals,   of which WW Generics,2022,Actual Data,1779.989147,Forecast,
Amneal Pharmaceuticals,   of which WW Generics,2023,Actual Data,1828.83444,Forecast,
ATAI Life Sciences,Other Pharmaceuticals,2021,Actual Data,23.82260274,Forecast,
ATAI Life Sciences,Other Pharmaceuticals,2022,Actual Data,0.169726908,Forecast,
