client_name,year,industry_code,industry_name,euromonitor_category,country,data_type,forecast_flag,yoy_growth_L1,yoy_growth_L2
225 CROSSWAYS REALTY LLC,2021,56132,Temporary Help Services,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.089232559192,0.05937834729559954
225 CROSSWAYS REALTY LLC,2022,56132,Temporary Help Services,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,True,0.135968525074,0.23733390372732388
225 CROSSWAYS REALTY LLC,2023,56132,Temporary Help Services,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,True,0.074258606917,0.2203239652472555
225 CROSSWAYS REALTY LLC,2024,56132,Temporary Help Services,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,True,0.05258640206,0.13075000193720876
225 CROSSWAYS REALTY LLC,2025,56132,Temporary Help Services,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,True,0.046480620949000004,0.10151127163033102
28 SOUTH TERMINAL DRIVE LLC,2015,62151,Medical and Diagnostic Laboratories,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.06462110058000001,
28 SOUTH TERMINAL DRIVE LLC,2016,62151,Medical and Diagnostic Laboratories,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.048862186327000005,
28 SOUTH TERMINAL DRIVE LLC,2017,62151,Medical and Diagnostic Laboratories,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.039346256111,0.09013098653532836
28 SOUTH TERMINAL DRIVE LLC,2018,62151,Medical and Diagnostic Laboratories,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.044173156274,0.0852574607051424
28 SOUTH TERMINAL DRIVE LLC,2019,62151,Medical and Diagnostic Laboratories,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.052885178333,0.09939443985405116
28 SOUTH TERMINAL DRIVE LLC,2020,62151,Medical and Diagnostic Laboratories,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,-0.038953358841,0.01187176416276925
28 SOUTH TERMINAL DRIVE LLC,2021,62151,Medical and Diagnostic Laboratories,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.09395837524799999,0.05134502209919556
28 SOUTH TERMINAL DRIVE LLC,2022,62151,Medical and Diagnostic Laboratories,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,True,0.120261685493,0.22551965331411772
28 SOUTH TERMINAL DRIVE LLC,2023,62151,Medical and Diagnostic Laboratories,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,True,0.067239245873,0.19558723640595632
28 SOUTH TERMINAL DRIVE LLC,2024,62151,Medical and Diagnostic Laboratories,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,True,0.050807100489,0.12146257748395461
28 SOUTH TERMINAL DRIVE LLC,2025,62151,Medical and Diagnostic Laboratories,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,True,0.046456077183,0.09962347625353174
333 CROSSWAYS REALTY LLC,2015,44611,Pharmacies and Drug Stores - DO NOT USE,Consumer Health,USA,Retail Value RSP,False,0.060726656375,
333 CROSSWAYS REALTY LLC,2016,44611,Pharmacies and Drug Stores - DO NOT USE,Consumer Health,USA,Retail Value RSP,False,0.044130510353999994,
333 CROSSWAYS REALTY LLC,2017,44611,Pharmacies and Drug Stores - DO NOT USE,Consumer Health,USA,Retail Value RSP,False,0.038356369608,0.08417956612861288
333 CROSSWAYS REALTY LLC,2018,44611,Pharmacies and Drug Stores - DO NOT USE,Consumer Health,USA,Retail Value RSP,False,0.037771208769,0.07757634482117326
333 CROSSWAYS REALTY LLC,2019,44611,Pharmacies and Drug Stores - DO NOT USE,Consumer Health,USA,Retail Value RSP,False,0.033669683214,0.07271263661708627
333 CROSSWAYS REALTY LLC,2020,44611,Pharmacies and Drug Stores - DO NOT USE,Consumer Health,USA,Retail Value RSP,False,0.052251469693,0.08768044333928104
333 CROSSWAYS REALTY LLC,2021,44611,Pharmacies and Drug Stores - DO NOT USE,Consumer Health,USA,Retail Value RSP,False,0.018289283763,0.07149639541228736
333 CROSSWAYS REALTY LLC,2022,44611,Pharmacies and Drug Stores - DO NOT USE,Consumer Health,USA,Retail Value RSP,True,0.04452656053,0.06363020319402302
333 CROSSWAYS REALTY LLC,2023,44611,Pharmacies and Drug Stores - DO NOT USE,Consumer Health,USA,Retail Value RSP,True,0.036978164948,0.0831512359783364
333 CROSSWAYS REALTY LLC,2024,44611,Pharmacies and Drug Stores - DO NOT USE,Consumer Health,USA,Retail Value RSP,True,0.033227103846,0.07143394612132137
333 CROSSWAYS REALTY LLC,2025,44611,Pharmacies and Drug Stores - DO NOT USE,Consumer Health,USA,Retail Value RSP,True,0.030915837796,0.0651701853957587
366 VETERANS MEMORIAL HIGHWAY LLC,2015,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.06462110058000001,
366 VETERANS MEMORIAL HIGHWAY LLC,2016,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.048862186327000005,
366 VETERANS MEMORIAL HIGHWAY LLC,2017,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.039346256111,0.09013098653532836
366 VETERANS MEMORIAL HIGHWAY LLC,2018,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.044173156274,0.0852574607051424
366 VETERANS MEMORIAL HIGHWAY LLC,2019,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.052885178333,0.09939443985405116
366 VETERANS MEMORIAL HIGHWAY LLC,2020,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,-0.038953358841,0.01187176416276925
366 VETERANS MEMORIAL HIGHWAY LLC,2021,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.09395837524799999,0.05134502209919556
366 VETERANS MEMORIAL HIGHWAY LLC,2022,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,True,0.120261685493,0.22551965331411772
366 VETERANS MEMORIAL HIGHWAY LLC,2023,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,True,0.067239245873,0.19558723640595632
366 VETERANS MEMORIAL HIGHWAY LLC,2024,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,True,0.050807100489,0.12146257748395461
366 VETERANS MEMORIAL HIGHWAY LLC,2025,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,True,0.046456077183,0.09962347625353174
4 SEASONS GLOBAL INC,2015,42399,Other Miscellaneous Durable Goods Merchant Wholesalers,Home and Garden,USA,Retail Value RSP,False,0.038886478403,
4 SEASONS GLOBAL INC,2016,42399,Other Miscellaneous Durable Goods Merchant Wholesalers,Home and Garden,USA,Retail Value RSP,False,0.030063999105999998,
4 SEASONS GLOBAL INC,2017,42399,Other Miscellaneous Durable Goods Merchant Wholesalers,Home and Garden,USA,Retail Value RSP,False,0.044295140563000004,0.07569082873481148
4 SEASONS GLOBAL INC,2018,42399,Other Miscellaneous Durable Goods Merchant Wholesalers,Home and Garden,USA,Retail Value RSP,False,0.042813932395999996,0.08900552211220858
4 SEASONS GLOBAL INC,2019,42399,Other Miscellaneous Durable Goods Merchant Wholesalers,Home and Garden,USA,Retail Value RSP,False,0.044395817532,0.08911050945860688
4 SEASONS GLOBAL INC,2020,42399,Other Miscellaneous Durable Goods Merchant Wholesalers,Home and Garden,USA,Retail Value RSP,False,0.055518771575,0.10237939035965593
4 SEASONS GLOBAL INC,2021,42399,Other Miscellaneous Durable Goods Merchant Wholesalers,Home and Garden,USA,Retail Value RSP,False,0.054191374701,0.11271878482962916
4 SEASONS GLOBAL INC,2022,42399,Other Miscellaneous Durable Goods Merchant Wholesalers,Home and Garden,USA,Retail Value RSP,True,0.057211395189,0.11450313404416113
4 SEASONS GLOBAL INC,2023,42399,Other Miscellaneous Durable Goods Merchant Wholesalers,Home and Garden,USA,Retail Value RSP,True,0.046751336088,0.10663744044173051
4 SEASONS GLOBAL INC,2024,42399,Other Miscellaneous Durable Goods Merchant Wholesalers,Home and Garden,USA,Retail Value RSP,True,0.047900583179,0.09689133553026186
4 SEASONS GLOBAL INC,2025,42399,Other Miscellaneous Durable Goods Merchant Wholesalers,Home and Garden,USA,Retail Value RSP,True,0.047663900366999995,0.09784761216974736
801 PARKRIDGE LLC,2015,45411,Electronic Shopping and Mail-Order Houses - DO NOT USE,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.050596942911,
801 PARKRIDGE LLC,2016,45411,Electronic Shopping and Mail-Order Houses - DO NOT USE,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.026311348305000003,
801 PARKRIDGE LLC,2017,45411,Electronic Shopping and Mail-Order Houses - DO NOT USE,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.060762892164,0.08867299408921125
801 PARKRIDGE LLC,2018,45411,Electronic Shopping and Mail-Order Houses - DO NOT USE,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.064022514739,0.12867560006245982
801 PARKRIDGE LLC,2019,45411,Electronic Shopping and Mail-Order Houses - DO NOT USE,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.028115943812999998,0.09393851197880876
801 PARKRIDGE LLC,2020,45411,Electronic Shopping and Mail-Order Houses - DO NOT USE,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,-0.02740848283,-6.315438044102173e-05
801 PARKRIDGE LLC,2021,45411,Electronic Shopping and Mail-Order Houses - DO NOT USE,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.089232559192,0.05937834729559954
801 PARKRIDGE LLC,2022,45411,Electronic Shopping and Mail-Order Houses - DO NOT USE,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,True,0.135968525074,0.23733390372732388
801 PARKRIDGE LLC,2023,45411,Electronic Shopping and Mail-Order Houses - DO NOT USE,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,True,0.074258606917,0.2203239652472555
801 PARKRIDGE LLC,2024,45411,Electronic Shopping and Mail-Order Houses - DO NOT USE,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,True,0.05258640206,0.13075000193720876
801 PARKRIDGE LLC,2025,45411,Electronic Shopping and Mail-Order Houses - DO NOT USE,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,True,0.046480620949000004,0.10151127163033102
A&M ROSENTHAL ENTERPRISES INC,2015,42433,Women's Children's and Infants' Clothing and Accessories Mer,Apparel and Footwear,USA,Retail Value RSP,False,0.028699298789999998,
A&M ROSENTHAL ENTERPRISES INC,2016,42433,Women's Children's and Infants' Clothing and Accessories Mer,Apparel and Footwear,USA,Retail Value RSP,False,0.003252341713,
A&M ROSENTHAL ENTERPRISES INC,2017,42433,Women's Children's and Infants' Clothing and Accessories Mer,Apparel and Footwear,USA,Retail Value RSP,False,0.019638166723,0.02295437846415216
A&M ROSENTHAL ENTERPRISES INC,2018,42433,Women's Children's and Infants' Clothing and Accessories Mer,Apparel and Footwear,USA,Retail Value RSP,False,0.038820400571,0.059220928791900995
A&M ROSENTHAL ENTERPRISES INC,2019,42433,Women's Children's and Infants' Clothing and Accessories Mer,Apparel and Footwear,USA,Retail Value RSP,False,0.018975176570000002,0.05853220109610002
A&M ROSENTHAL ENTERPRISES INC,2020,42433,Women's Children's and Infants' Clothing and Accessories Mer,Apparel and Footwear,USA,Retail Value RSP,False,-0.211655942258,-0.19669697456464053
A&M ROSENTHAL ENTERPRISES INC,2021,42433,Women's Children's and Infants' Clothing and Accessories Mer,Apparel and Footwear,USA,Retail Value RSP,False,0.249049843332,-0.015318978185797305
A&M ROSENTHAL ENTERPRISES INC,2022,42433,Women's Children's and Infants' Clothing and Accessories Mer,Apparel and Footwear,USA,Retail Value RSP,True,0.091249938134,0.36302556426286636
A&M ROSENTHAL ENTERPRISES INC,2023,42433,Women's Children's and Infants' Clothing and Accessories Mer,Apparel and Footwear,USA,Retail Value RSP,True,0.05125162718700001,0.1471782731308724
A&M ROSENTHAL ENTERPRISES INC,2024,42433,Women's Children's and Infants' Clothing and Accessories Mer,Apparel and Footwear,USA,Retail Value RSP,True,0.036750668522,0.08988582727096861
A&M ROSENTHAL ENTERPRISES INC,2025,42433,Women's Children's and Infants' Clothing and Accessories Mer,Apparel and Footwear,USA,Retail Value RSP,True,0.02974277524,0.06758651063634846
A+ PRODUCTS INC,2015,33211,Forging and Stamping,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.050596942911,
A+ PRODUCTS INC,2016,33211,Forging and Stamping,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.026311348305000003,
A+ PRODUCTS INC,2017,33211,Forging and Stamping,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.060762892164,0.08867299408921125
A+ PRODUCTS INC,2018,33211,Forging and Stamping,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.064022514739,0.12867560006245982
A+ PRODUCTS INC,2019,33211,Forging and Stamping,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.028115943812999998,0.09393851197880876
A+ PRODUCTS INC,2020,33211,Forging and Stamping,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,-0.02740848283,-6.315438044102173e-05
A+ PRODUCTS INC,2021,33211,Forging and Stamping,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,False,0.089232559192,0.05937834729559954
A+ PRODUCTS INC,2022,33211,Forging and Stamping,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,True,0.135968525074,0.23733390372732388
A+ PRODUCTS INC,2023,33211,Forging and Stamping,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,True,0.074258606917,0.2203239652472555
A+ PRODUCTS INC,2024,33211,Forging and Stamping,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,True,0.05258640206,0.13075000193720876
A+ PRODUCTS INC,2025,33211,Forging and Stamping,Consumer Expenditure on Miscellaneous Goods and Services,USA,Socio-economic indicators,True,0.046480620949000004,0.10151127163033102
ABACUS DERMATOLOGY MANAGEMENT LLC,2015,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.06462110058000001,
ABACUS DERMATOLOGY MANAGEMENT LLC,2016,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.048862186327000005,
ABACUS DERMATOLOGY MANAGEMENT LLC,2017,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.039346256111,0.09013098653532836
ABACUS DERMATOLOGY MANAGEMENT LLC,2018,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.044173156274,0.0852574607051424
ABACUS DERMATOLOGY MANAGEMENT LLC,2019,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.052885178333,0.09939443985405116
ABACUS DERMATOLOGY MANAGEMENT LLC,2020,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,-0.038953358841,0.01187176416276925
ABACUS DERMATOLOGY MANAGEMENT LLC,2021,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.09395837524799999,0.05134502209919556
ABACUS DERMATOLOGY MANAGEMENT LLC,2022,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,True,0.120261685493,0.22551965331411772
ABACUS DERMATOLOGY MANAGEMENT LLC,2023,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,True,0.067239245873,0.19558723640595632
ABACUS DERMATOLOGY MANAGEMENT LLC,2024,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,True,0.050807100489,0.12146257748395461
ABACUS DERMATOLOGY MANAGEMENT LLC,2025,62111,Offices of Physicians,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,True,0.046456077183,0.09962347625353174
ABARTA COCA-COLA BEVERAGES LLC,2015,31211,Soft Drink and Ice Manufacturing,Consumer Expenditure on Food and Non-Alcoholic Beverages,USA,Socio-economic indicators,False,0.024057104226,
ABARTA COCA-COLA BEVERAGES LLC,2016,31211,Soft Drink and Ice Manufacturing,Consumer Expenditure on Food and Non-Alcoholic Beverages,USA,Socio-economic indicators,False,0.018442245077,
ABARTA COCA-COLA BEVERAGES LLC,2017,31211,Soft Drink and Ice Manufacturing,Consumer Expenditure on Food and Non-Alcoholic Beverages,USA,Socio-economic indicators,False,0.034461662119,0.053539457613873465
ABARTA COCA-COLA BEVERAGES LLC,2018,31211,Soft Drink and Ice Manufacturing,Consumer Expenditure on Food and Non-Alcoholic Beverages,USA,Socio-economic indicators,False,0.025529155217000003,0.060870594456963634
ABARTA COCA-COLA BEVERAGES LLC,2019,31211,Soft Drink and Ice Manufacturing,Consumer Expenditure on Food and Non-Alcoholic Beverages,USA,Socio-economic indicators,False,0.029467340739,0.055748772272041114
ABARTA COCA-COLA BEVERAGES LLC,2020,31211,Soft Drink and Ice Manufacturing,Consumer Expenditure on Food and Non-Alcoholic Beverages,USA,Socio-economic indicators,False,0.10730204956,0.13993129635576906
ABARTA COCA-COLA BEVERAGES LLC,2021,31211,Soft Drink and Ice Manufacturing,Consumer Expenditure on Food and Non-Alcoholic Beverages,USA,Socio-economic indicators,False,0.040037388309,0.1516355316935072
ABARTA COCA-COLA BEVERAGES LLC,2022,31211,Soft Drink and Ice Manufacturing,Consumer Expenditure on Food and Non-Alcoholic Beverages,USA,Socio-economic indicators,True,0.073785859626,0.11677744104855758
ABARTA COCA-COLA BEVERAGES LLC,2023,31211,Soft Drink and Ice Manufacturing,Consumer Expenditure on Food and Non-Alcoholic Beverages,USA,Socio-economic indicators,True,0.041265195041,0.11809584255554806
ABARTA COCA-COLA BEVERAGES LLC,2024,31211,Soft Drink and Ice Manufacturing,Consumer Expenditure on Food and Non-Alcoholic Beverages,USA,Socio-economic indicators,True,0.04036956929,0.08330062248168835
ABARTA COCA-COLA BEVERAGES LLC,2025,31211,Soft Drink and Ice Manufacturing,Consumer Expenditure on Food and Non-Alcoholic Beverages,USA,Socio-economic indicators,True,0.040206369154,0.08219905225021717
ACUPATH LABORATORIES INCORPORATED,2015,62151,Medical and Diagnostic Laboratories,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.06462110058000001,
ACUPATH LABORATORIES INCORPORATED,2016,62151,Medical and Diagnostic Laboratories,Consumer Expenditure on Health Goods and Medical Services,USA,Socio-economic indicators,False,0.048862186327000005,
