client_name,year,industry_code,industry_name,euromonitor_category,country,data_type,forecast_flag,yoy_growth_L1,yoy_growth_L2
A&M ROSENTHAL ENTERPRISES INC,2021,42433,Women's Children's and Infants' Clothing and Accessories Mer,Apparel and Footwear,USA,Retail Value RSP,FALSE,0.011632367,0.104043428
AETNA INC,2015,52411,Direct Life Health and Medical Insurance Carriers,Consumer Health,USA,Retail Value RSP,FALSE,,
AETNA INC,2016,52411,Direct Life Health and Medical Insurance Carriers,Consumer Health,USA,Retail Value RSP,FALSE,0.009451894,
AETNA INC,2017,52411,Direct Life Health and Medical Insurance Carriers,Consumer Health,USA,Retail Value RSP,FALSE,0.002342087,0.011771844
AETNA INC,2018,52411,Direct Life Health and Medical Insurance Carriers,Consumer Health,USA,Retail Value RSP,FALSE,0.012937122,0.015248909
AETNA INC,2019,52411,Direct Life Health and Medical Insurance Carriers,Consumer Health,USA,Retail Value RSP,FALSE,0.009008874,0.021829447
AETNA INC,2020,52411,Direct Life Health and Medical Insurance Carriers,Consumer Health,USA,Retail Value RSP,FALSE,0.015569567,0.006420429
AETNA INC,2021,52411,Direct Life Health and Medical Insurance Carriers,Consumer Health,USA,Retail Value RSP,FALSE,0.006082535,0.009392329
AETNA LIFE INSURANCE CO,2015,52411,Direct Life Health and Medical Insurance Carriers,Consumer Health,USA,Retail Value RSP,FALSE,,
AETNA LIFE INSURANCE CO,2016,52411,Direct Life Health and Medical Insurance Carriers,Consumer Health,USA,Retail Value RSP,FALSE,0.009451894,
AETNA LIFE INSURANCE CO,2017,52411,Direct Life Health and Medical Insurance Carriers,Consumer Health,USA,Retail Value RSP,FALSE,0.002342087,0.011771844
AETNA LIFE INSURANCE CO,2018,52411,Direct Life Health and Medical Insurance Carriers,Consumer Health,USA,Retail Value RSP,FALSE,0.012937122,0.015248909
AETNA LIFE INSURANCE CO,2019,52411,Direct Life Health and Medical Insurance Carriers,Consumer Health,USA,Retail Value RSP,FALSE,0.009008874,0.021829447
AETNA LIFE INSURANCE CO,2020,52411,Direct Life Health and Medical Insurance Carriers,Consumer Health,USA,Retail Value RSP,FALSE,0.015569567,0.006420429
AETNA LIFE INSURANCE CO,2021,52411,Direct Life Health and Medical Insurance Carriers,Consumer Health,USA,Retail Value RSP,FALSE,0.006082535,0.009392329
AGILENT TECHNOLOGIES INC,2015,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Consumer Health,USA,Retail Value RSP,FALSE,,
AGILENT TECHNOLOGIES INC,2016,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Consumer Health,USA,Retail Value RSP,FALSE,0.009451894,
AGILENT TECHNOLOGIES INC,2017,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Consumer Health,USA,Retail Value RSP,FALSE,0.002342087,0.011771844
AGILENT TECHNOLOGIES INC,2018,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Consumer Health,USA,Retail Value RSP,FALSE,0.012937122,0.015248909
AGILENT TECHNOLOGIES INC,2019,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Consumer Health,USA,Retail Value RSP,FALSE,0.009008874,0.021829447
AGILENT TECHNOLOGIES INC,2020,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Consumer Health,USA,Retail Value RSP,FALSE,0.015569567,0.006420429
AGILENT TECHNOLOGIES INC,2021,42345,Medical Dental and Hospital Equipment and Supplies Merchant,Consumer Health,USA,Retail Value RSP,FALSE,0.006082535,0.009392329
AGRI-DAIRY PRODUCTS INC,2015,42443,Dairy Product (except Dried or Canned) Merchant Wholesalers,Dairy Products and Alternatives,USA,Retail Value RSP,FALSE,,
AGRI-DAIRY PRODUCTS INC,2016,42443,Dairy Product (except Dried or Canned) Merchant Wholesalers,Dairy Products and Alternatives,USA,Retail Value RSP,FALSE,0.005620076,
AGRI-DAIRY PRODUCTS INC,2017,42443,Dairy Product (except Dried or Canned) Merchant Wholesalers,Dairy Products and Alternatives,USA,Retail Value RSP,FALSE,0.007977044,0.013552288
AGRI-DAIRY PRODUCTS INC,2018,42443,Dairy Product (except Dried or Canned) Merchant Wholesalers,Dairy Products and Alternatives,USA,Retail Value RSP,FALSE,0.010954496,0.018844156
AGRI-DAIRY PRODUCTS INC,2019,42443,Dairy Product (except Dried or Canned) Merchant Wholesalers,Dairy Products and Alternatives,USA,Retail Value RSP,FALSE,0.013679275,0.024483922
AGRI-DAIRY PRODUCTS INC,2020,42443,Dairy Product (except Dried or Canned) Merchant Wholesalers,Dairy Products and Alternatives,USA,Retail Value RSP,FALSE,0.047259745,0.060292541
AGRI-DAIRY PRODUCTS INC,2021,42443,Dairy Product (except Dried or Canned) Merchant Wholesalers,Dairy Products and Alternatives,USA,Retail Value RSP,FALSE,0.016057594,0.062558461
ALIGN TECHNOLOGY INC,2015,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,,
ALIGN TECHNOLOGY INC,2016,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.009451894,
ALIGN TECHNOLOGY INC,2017,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.002342087,0.011771844
ALIGN TECHNOLOGY INC,2018,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.012937122,0.015248909
ALIGN TECHNOLOGY INC,2019,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.009008874,0.021829447
ALIGN TECHNOLOGY INC,2020,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.015569567,0.006420429
ALIGN TECHNOLOGY INC,2021,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.006082535,0.009392329
ALLERGAN INC,2015,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,,
ALLERGAN INC,2016,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.009451894,
ALLERGAN INC,2017,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.002342087,0.011771844
ALLERGAN INC,2018,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.012937122,0.015248909
ALLERGAN INC,2019,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.009008874,0.021829447
ALLERGAN INC,2020,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.015569567,0.006420429
ALLERGAN INC,2021,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.006082535,0.009392329
ALPHAMED BOTTLES INC,2015,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,FALSE,,
ALPHAMED BOTTLES INC,2016,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,FALSE,0.013632365,
ALPHAMED BOTTLES INC,2017,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,FALSE,0.008412455,0.021930138
ALPHAMED BOTTLES INC,2018,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,FALSE,0.007761464,0.016108627
ALPHAMED BOTTLES INC,2019,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,FALSE,0.008862724,0.016555401
ALPHAMED BOTTLES INC,2020,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,FALSE,0.027374004,0.03599412
ALPHAMED BOTTLES INC,2021,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,FALSE,0.004861876,0.032102791
ALPHAMED REALTY LLC,2015,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,FALSE,,
ALPHAMED REALTY LLC,2016,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,FALSE,0.013632365,
ALPHAMED REALTY LLC,2017,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,FALSE,0.008412455,0.021930138
ALPHAMED REALTY LLC,2018,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,FALSE,0.007761464,0.016108627
ALPHAMED REALTY LLC,2019,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,FALSE,0.008862724,0.016555401
ALPHAMED REALTY LLC,2020,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,FALSE,0.027374004,0.03599412
ALPHAMED REALTY LLC,2021,32616,Plastics Bottle Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,FALSE,0.004861876,0.032102791
AMERICAN DIAGNOSTIC CORP,2015,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,,
AMERICAN DIAGNOSTIC CORP,2016,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.009451894,
AMERICAN DIAGNOSTIC CORP,2017,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.002342087,0.011771844
AMERICAN DIAGNOSTIC CORP,2018,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.012937122,0.015248909
AMERICAN DIAGNOSTIC CORP,2019,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.009008874,0.021829447
AMERICAN DIAGNOSTIC CORP,2020,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.015569567,0.006420429
AMERICAN DIAGNOSTIC CORP,2021,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.006082535,0.009392329
AMERICAN REGENT INC,2015,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,,
AMERICAN REGENT INC,2016,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.009451894,
AMERICAN REGENT INC,2017,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.002342087,0.011771844
AMERICAN REGENT INC,2018,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.012937122,0.015248909
AMERICAN REGENT INC,2019,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.009008874,0.021829447
AMERICAN REGENT INC,2020,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.015569567,0.006420429
AMERICAN REGENT INC,2021,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.006082535,0.009392329
AMGEN INC,2015,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,,
AMGEN INC,2016,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.009451894,
AMGEN INC,2017,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.002342087,0.011771844
AMGEN INC,2018,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.012937122,0.015248909
AMGEN INC,2019,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.009008874,0.021829447
AMGEN INC,2020,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.015569567,0.006420429
AMGEN INC,2021,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.006082535,0.009392329
AMNEAL PHARMACEUTICALS LLC,2015,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,,
AMNEAL PHARMACEUTICALS LLC,2016,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.009451894,
AMNEAL PHARMACEUTICALS LLC,2017,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.002342087,0.011771844
AMNEAL PHARMACEUTICALS LLC,2018,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.012937122,0.015248909
AMNEAL PHARMACEUTICALS LLC,2019,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.009008874,0.021829447
AMNEAL PHARMACEUTICALS LLC,2020,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.015569567,0.006420429
AMNEAL PHARMACEUTICALS LLC,2021,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.006082535,0.009392329
APPLIED MEDICAL DISTRIBUTION CORP,2015,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,,
APPLIED MEDICAL DISTRIBUTION CORP,2016,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.009451894,
APPLIED MEDICAL DISTRIBUTION CORP,2017,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.002342087,0.011771844
APPLIED MEDICAL DISTRIBUTION CORP,2018,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.012937122,0.015248909
APPLIED MEDICAL DISTRIBUTION CORP,2019,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.009008874,0.021829447
APPLIED MEDICAL DISTRIBUTION CORP,2020,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.015569567,0.006420429
APPLIED MEDICAL DISTRIBUTION CORP,2021,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.006082535,0.009392329
APPLIED MEDICAL RESOURCES CORP,2015,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,,
APPLIED MEDICAL RESOURCES CORP,2016,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.009451894,
APPLIED MEDICAL RESOURCES CORP,2017,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.002342087,0.011771844
APPLIED MEDICAL RESOURCES CORP,2018,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.012937122,0.015248909
APPLIED MEDICAL RESOURCES CORP,2019,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.009008874,0.021829447
APPLIED MEDICAL RESOURCES CORP,2020,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.015569567,0.006420429
APPLIED MEDICAL RESOURCES CORP,2021,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.006082535,0.009392329
ARGEE AMERICA INC,2015,42433,Women's Children's and Infants' Clothing and Accessories Mer,Apparel and Footwear,USA,Retail Value RSP,FALSE,,
ARGEE AMERICA INC,2016,42433,Women's Children's and Infants' Clothing and Accessories Mer,Apparel and Footwear,USA,Retail Value RSP,FALSE,0.007244458,
ARGEE AMERICA INC,2017,42433,Women's Children's and Infants' Clothing and Accessories Mer,Apparel and Footwear,USA,Retail Value RSP,FALSE,0.020557924,0.013462397
ARGEE AMERICA INC,2018,42433,Women's Children's and Infants' Clothing and Accessories Mer,Apparel and Footwear,USA,Retail Value RSP,FALSE,0.021251057,0.000256255
ARGEE AMERICA INC,2019,42433,Women's Children's and Infants' Clothing and Accessories Mer,Apparel and Footwear,USA,Retail Value RSP,FALSE,0.021586414,0.043296205
ARGEE AMERICA INC,2020,42433,Women's Children's and Infants' Clothing and Accessories Mer,Apparel and Footwear,USA,Retail Value RSP,FALSE,0.091348463,0.114906763
ARGEE AMERICA INC,2021,42433,Women's Children's and Infants' Clothing and Accessories Mer,Apparel and Footwear,USA,Retail Value RSP,FALSE,0.011632367,0.104043428
ARMY & AIR FORCE EXCHANGE SERVICE,2015,92811,National Security,Apparel and Footwear,USA,Retail Value RSP,FALSE,,
ARMY & AIR FORCE EXCHANGE SERVICE,2016,92811,National Security,Apparel and Footwear,USA,Retail Value RSP,FALSE,0.007244458,
ARMY & AIR FORCE EXCHANGE SERVICE,2017,92811,National Security,Apparel and Footwear,USA,Retail Value RSP,FALSE,0.020557924,0.013462397
ARMY & AIR FORCE EXCHANGE SERVICE,2018,92811,National Security,Apparel and Footwear,USA,Retail Value RSP,FALSE,0.021251057,0.000256255
ARMY & AIR FORCE EXCHANGE SERVICE,2019,92811,National Security,Apparel and Footwear,USA,Retail Value RSP,FALSE,0.021586414,0.043296205
ARMY & AIR FORCE EXCHANGE SERVICE,2020,92811,National Security,Apparel and Footwear,USA,Retail Value RSP,FALSE,0.091348463,0.114906763
ARMY & AIR FORCE EXCHANGE SERVICE,2021,92811,National Security,Apparel and Footwear,USA,Retail Value RSP,FALSE,0.011632367,0.104043428
ASANA BIOSCIENCES LLC,2015,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,,
ASANA BIOSCIENCES LLC,2016,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.009451894,
ASANA BIOSCIENCES LLC,2017,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.002342087,0.011771844
ASANA BIOSCIENCES LLC,2018,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.012937122,0.015248909
ASANA BIOSCIENCES LLC,2019,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.009008874,0.021829447
ASANA BIOSCIENCES LLC,2020,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.015569567,0.006420429
ASANA BIOSCIENCES LLC,2021,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.006082535,0.009392329
AUDCONNEX LLC,2015,81121,Electronic and Precision Equipment Repair and Maintenance,Consumer Health,USA,Retail Value RSP,FALSE,,
AUDCONNEX LLC,2016,81121,Electronic and Precision Equipment Repair and Maintenance,Consumer Health,USA,Retail Value RSP,FALSE,0.009451894,
AUDCONNEX LLC,2017,81121,Electronic and Precision Equipment Repair and Maintenance,Consumer Health,USA,Retail Value RSP,FALSE,0.002342087,0.011771844
AUDCONNEX LLC,2018,81121,Electronic and Precision Equipment Repair and Maintenance,Consumer Health,USA,Retail Value RSP,FALSE,0.012937122,0.015248909
AUDCONNEX LLC,2019,81121,Electronic and Precision Equipment Repair and Maintenance,Consumer Health,USA,Retail Value RSP,FALSE,0.009008874,0.021829447
AUDCONNEX LLC,2020,81121,Electronic and Precision Equipment Repair and Maintenance,Consumer Health,USA,Retail Value RSP,FALSE,0.015569567,0.006420429
AUDCONNEX LLC,2021,81121,Electronic and Precision Equipment Repair and Maintenance,Consumer Health,USA,Retail Value RSP,FALSE,0.006082535,0.009392329
AVANOS MEDICAL INC,2015,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,,
AVANOS MEDICAL INC,2016,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.009451894,
AVANOS MEDICAL INC,2017,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.002342087,0.011771844
AVANOS MEDICAL INC,2018,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.012937122,0.015248909
AVANOS MEDICAL INC,2019,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.009008874,0.021829447
AVANOS MEDICAL INC,2020,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.015569567,0.006420429
AVANOS MEDICAL INC,2021,33911,Medical Equipment and Supplies Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.006082535,0.009392329
AVON PRODUCTS INC,2015,32562,Toilet Preparation Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,FALSE,,
AVON PRODUCTS INC,2016,32562,Toilet Preparation Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,FALSE,0.013632365,
AVON PRODUCTS INC,2017,32562,Toilet Preparation Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,FALSE,0.008412455,0.021930138
AVON PRODUCTS INC,2018,32562,Toilet Preparation Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,FALSE,0.007761464,0.016108627
AVON PRODUCTS INC,2019,32562,Toilet Preparation Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,FALSE,0.008862724,0.016555401
AVON PRODUCTS INC,2020,32562,Toilet Preparation Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,FALSE,0.027374004,0.03599412
AVON PRODUCTS INC,2021,32562,Toilet Preparation Manufacturing,Beauty and Personal Care,USA,Retail Value RSP,FALSE,0.004861876,0.032102791
BACTOLAC PHARMACEUTICAL INC,2015,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,,
BACTOLAC PHARMACEUTICAL INC,2016,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.009451894,
BACTOLAC PHARMACEUTICAL INC,2017,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.002342087,0.011771844
BACTOLAC PHARMACEUTICAL INC,2018,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.012937122,0.015248909
BACTOLAC PHARMACEUTICAL INC,2019,32541,Pharmaceutical and Medicine Manufacturing,Consumer Health,USA,Retail Value RSP,FALSE,0.009008874,0.021829447
